Tweet,For guns?,Location
"I just argued with my mom for half an hour about why we DESPERATELY need tougher gun laws, thankfully our generation is going to make change in spite of America’s ignorance",-2,"Kentucky, USA"
"idk but it’s just selfish to me that you guys are so pressed about having stricter gun laws. like you won’t sacrifice having it be harder to get a gun for the safety??? idk. just try it yanno, if it doesn’t work then we’ll change it....",-2,"Bakersfield, CA"
"@jeff_jliving @realDonaldTrump @DeannaR81246861 As @Potus bows to the @NRA, it is up to us to back the students who dared to fight back against “thoughts and prayers” instead of #action against gun violence. #NRABloodMoney 
.
",-2,"Los Angeles, CA"
whAt ,-2,"Metairie, LA"
"@BrotherBeth1 CIVIC EDUCATION: STUDENT ENGAGEMENT 
Students propose 3 specific gun control solutions.” …  #ArmMeWith #suptchat EnoughIsEnough #NeverAgainIsNow #GunLawsNOW #Voto2018 #votolatino #education #NeverAgain poster #never again #neveragain ",-2,"San Diego, CA"
"I’m all for “stricter” gun laws, but kids should be learning about math and this nations true history and how dumb Americans have become today. 

Also, guns will never, ever be more one closed door away. ",-2,"Minnesota, USA"
"@Dano_1985 @1234flyingninja @AG_Conservative I have a carry permit so the government would only know about the one I carry. Theoretically, the rest of my guns would be buried in the back yard or behind sheet rock after a home remodel, theoretically!",-2,"Holly Springs, MS"
Wow ,-2,"Columbus, OH"
"@attn This is what I Am saying about the fight on guns.This is where we need to focus, our schools. They need training, better training and more real teachers. Parents are working 2 job and these ppl are raising mentally ill kids and Bullys. Start here.....",-2,"San Martin, CA"
Powerful message. #GunSenseNow @GunControlPlz #FloridaSchoolShooting #NRAIsATerroristOrganization ,-2,"Columbus, OH"
@realDonaldTrump But nothing about the guns that they have access too. So your really not afraid of the NRA #LiarInChief,-2,"Fairview Park, OH"
"Teachers with guns? Black &amp; brown communities can barely trust trained, biased policemen with the lives of CHILDREN already, why would we expect anything less from biased teachers? #AskingForAFriend #ArmMeWith #TeachersAndGunsDontMix",-2,"Chicago, IL"
"Those poor students obviously needed guns, too... ",-2,"Lorton, VA"
So very proud of our Student Leaders today! You were awesome 👏 ,-2,"Spring Hill, FL"
"“Angry guns preach a gospel full of hate, blood of the innocent on their hands.” Today, thousands of students walked out of their school for 17 minutes in remembrance of the 17 innocent lives lost to gun violence in Parkland. We are the change We are the future. #NeverAgainMSD 🧡 ",-2,"Vestal, NY"
the NRA knows what these studies would show. they are perpetuating a major public health issue. the amendment literally says funds can’t be used to “advocate or promote gun control”,-2,"Atlanta, GA"
I am so angry. how could you possibly justify making so much money off of guns knowing how much you are hurting people,-2,"Atlanta, GA"
@RemoveHIM @realDonaldTrump Teachers don’t have to have guns. They are throwing ideas around to get people to think of THEIR safety.  It is only one way to have an immediate response to a criminal activity.,-2,"Bentonville, AR"
The #Republicans and #NRA should be shaking in their boots. ,-2,"Washington, DC"
Schools shouldn’t be prisons - this is such a ridiculous argument I’m not even going to entertain it - no child of mine is going to a school full of guns - over my dead body ,-2,"Cherryville, NJ"
#CNN #thebeat ,-2,"Estero, FL"
"@InFamous_cHaOs CIVIC EDUCATION: STUDENT ENGAGEMENT 
Students propose 3 specific gun control solutions.” …  #ArmMeWith #suptchat EnoughIsEnough #NeverAgainIsNow #GunLawsNOW #Voto2018 #votolatino #education #NeverAgain poster #never again #neveragain ",-2,"San Diego, CA"
#NoBernie2020 #NeverBernie #FckBernie ,-2,"Chicago, IL"
If I went to school with any of y’all I woulda beat y’all asses 🤧 . This is so ugly ! ,-2,"San Jose, CA"
Truth.. ,-2,"Kansas City, MO"
"""I’m not saying they’re wrong. I think guns are very dangerous, but there’s gotta be something else we can do because a ban is not going to stop it:” #BayArea student, Charles Cotten, took an opposing stance on #guncontrol for #NationalWalkoutDay.  ",-2,"San Jose, CA"
"Imagine saying someone is dead to you because they actually don’t wanna get shot up in schools. Shit, sorry bro ",-2,"Mayfield, NY"
"@briandelancey NRA rating is good enough for me, to me that speaks of the more responsible gun control that he seems to be advocating",-2,"Baton Rouge, LA"
If you're upset about kids using their 1st Amendment rights to protest gun laws. Take your gun. Shove it up your ass and squeeze. What you choose to squeeze is optional. #BoycottTheNRA #WalkoutWednesday #WalkOut,-2,"Wilsonville, OR"
Toys R Us should have sold guns. Those things are crazy popular.,-2,"Portland, OR"
"@BillOReilly THEY FEEL GUNS IN SCHOOL ARE BAD. NO WONDER YOU AREN’T ON TV ANY LINGER. Much like the student protests of the 60’s/70’s against Vietnam, the OLDER generation tries to belittle them as ignorant. Bullets flying at them in their school gives them more wisdom than you",-2,"Buffalo, NY"
@tedlieu @NRA Ted once again it's not the guns fault or the NRAs fault the shooter was a mentally deranged person the guns don't shoot themselves it takes a body to shoot a gun.,-2,"Dallas, TX"
YO YO YO I GOT AN IDEA....LETS GIVE STUDENTS GUNS TO PROTECT THEMSELVES FROM TEACHERS ,-2,"Clarksville, TN"
@PattyJo00781271 @KyleKashuv @SecretaryCarson Carson is- the kid is just another liberal slave. Guns didn’t do this- BULLYING caused all of this. Teach the kids the TRUTH.,-2,"Tillmans Corner, AL"
@CarlRayLouk @sharebear817 @capriotti97 @ChrisEvans @GOP It’s my god-given right to protect innocent children from fools with big guns because their egos are so large they can’t admit another gun would be sufficient.,-2,"Florida, USA"
I was just sayin this to my homegirl ,-2,"Manhattan, NY"
Crazy how this alone ended gun violence and changed gun reform ,-2,"Alabama, USA"
"Teachers with guns? Black &amp; brown communities can barely trust trained, biased policemen with the lives of our CHILDREN already, why would we expect anything less from biased teachers? #AskingForAChild #ArmMeWith #TeachersAndGunsDontMix",-2,"Chicago, IL"
@WalshFreedom @CNN @MSNBC @ABC @CBSNews So good that you’re anti abortion but pro capital punishment and pro loose gun society right. How many kids have been killed by gun violence and each time you defend rights to murder but not a woman right to choose about how her body is use n not use,-2,"Springfield, MA"
"there is so much legislation on the books now! Enforce them!!we don’t need more. Its not the gun that shoots itself ! Get help for the ppl that want to use bombs, guns, and knives or whatever to harm others. Blame ppl that are sick!! ",-2,"California, USA"
And libs are ok with abortions and not guns ,-2,"Nashville, TN"
@mollypriddy We needed sensible gun control 30 years ago.,-2,"Chicago, IL"
dear the people who think i am trying to take your guns: ,-2,"Omaha, NE"
"@InFamous_cHaOs CIVIC EDUCATION: STUDENT ENGAGEMENT 
Students propose 3 specific gun control solutions.” …  #ArmMeWith #suptchat EnoughIsEnough #NeverAgainIsNow #GunLawsNOW #Voto2018 #votolatino #education #NeverAgain poster #never again #neveragain ",-2,"San Diego, CA"
Thank you for your leadership Sen. @KimpsonForSC and @KlughGregory! ,-2,"South Carolina, USA"
Since everyone got triggered about guns today I completely forgot that today’s pi day,-2,"Seekonk, MA"
"1990 Uncle @JoeBiden pushes through gun free zone laws for schools. Since then 92% of mass shootings has happened in GUNFREE  ZONES                                                     But hey is Trumps fault!
#gunsense",-2,"Madera, CA"
But the president and NRA both say MORE GUNS is the answer ,-2,"Vancouver, WA"
@KyleKashuv If you honestly think we need more guns laws- you’ve been lied to. BULLYING caused this. Why not find out about bullying laws?,-2,"Tillmans Corner, AL"
"@okcgrey @reason The right to be armed is in our Constitution. Living in an urban area, I have seen a lot of gun violence. As implied earlier, I think we have to some balance between protecting everyone rights and those that are vulnerable to gun violence.",-2,"Detroit, MI"
If we ever do achieve stricter gun laws I wonder what disparities would occur b/w wyt ppl and POC found in violation of the new laws 🤔,-2,"Pennsylvania, USA"
"@JVER1 @FPPTim @GovernorRauner needs to veto this bill. If a mentally ill person or criminal wants a gun, they will get it. Our 18-20 yr olds downstate are using legally purchased guns to hunt animals with—not people.",-2,"Spaulding, IL"
"@skb_sara @dizzypamtex @SKYRIDER4538 @Tabasc0NGinger @VFL2013 @phil200269 @LeahR77 @Redheaded_Jenn @MTReserved @hrenee80 @writemombritt @dodt2003 Of course they would. It is the easy solution... ban a few guns, feel like you have done something, get your smug on, wait for the next school shooting",-2,"Brooklyn, NY"
@realDonaldTrump Ban assault guns and it won't,-2,"Chicago, IL"
Good point. ,-2,"Santa Barbara, CA"
Another Rogue Mayor out of control. Breaking Laws needs to be removed and indicted. ,-2,"Delray Beach, FL"
@President1Trump Will the kids that are pro-guns get a day to walk out?,-2,"Glenwood Springs, CO"
"Destroying your AR saved 0 people. However, it made your family less safe, and your perineal liberties a little less secure. Gun laws need to be adjusted, but this isn’t a gun problem, it’s a culture problem. Little bit more Jesus in everyone’s life and we might be alright. ",-2,"Florence, SC"
@juliagouliah @KyleKashuv @SecretaryCarson Maybe BULLYING? Guns didn’t do anything- but BULLYING caused all of this.,-2,"Tillmans Corner, AL"
"Now that #nationalwalkoutday is over,  thank God the @NRA  didn’t set up 50 cal fully automatic machine guns and mow down all the children in a Normandy-like Nazi bloodfest.   After all, according to liberals, isn’t that who the NRA really is?",-2,"Colorado, USA"
@selena_barber It’s not the part of the shooting. I’m actually sorry wether you believe that or not. It’s the part that all these protests are towards guns and I’m an avid hunter. I’m sorry for stating my opinion.,-2,"New York, USA"
@joeldavidsawyer @jcshurburtt Certain protests make more sense and deserve more recognition. No one would pay attention to an illegal immigration protest on the Canadian border but would on the Mexican border. Protests should be relevant to the topic. Schools are relevant to school shootings but not Mueller,-2,"South Carolina, USA"
"This morning I covered a student walk out in support of gun control. This afternoon I covered a reported active shooter, but really a man SWATted a woman studying at Northwestern. What a surreal day.",-2,"Evanston, IL"
"@zesty_liberal @sevenbowie What’s a second amendment person? We have guns in our house. Are we second amendment people? McCain’s a 💩 a hater a complainer, judgmental a hypocrite. Don’t like her at all. What’s to like?",-2,"Whittier, CA"
You work at McDonalds &amp; still hang with high schoolers. But nobody hates &amp; let’s you do your thing. Let us do ours. ,-2,"California, USA"
